text,,rate
Bad service and lazy employees in Roatan. 2 hour delay missed connection in Houston stuck for night. Dont fly United @united #badservice,0,-0.9158
Going home without my personal belongings due to @SouthwestAir losing my bag. So terribly sad to lose all my summer clothes/workout outfits!,0,-0.9163
Once again @united FUCKED UP MY #VACATION!!! NEVER AGAIN BOOKING THEM. FLIGHTS DELAYED! MISSING #CONNECTING FLIGHT http://t.co/yRSETMP3My,0,-0.9164
Stuck in fresno for 7 hours because @AmericanAir have shitty planes and are all fuckin broken! Upgrade your shit!,0,-0.9167
Shame on @SouthwestAir for not letting a woman call her husband who was contemplating suicide. Really pathetic!  http://t.co/d2AX8R9eiH,0,-0.9167
What is with the awful seats on @united planes? That awkward curved lower back position with the head forced forward is an industry worst.,0,-0.9169
@SouthwestAir horrible customer service today....up there with worst ever for an airline. Rude employees. misinformation. you name it.,0,-0.9169
@AmericanAir I hate you!! You have the worst #customerservice in the world!!! Or rather say you have NO customer serv. At all!!,0,-0.917
@DeltaAssist You really need to warn customers what a disaster JFK is &amp; tell your agents here not to be so appallingly rude.,0,-0.9171
.@united you are the worst airline in the entire world! Seriously the worst. 1 canceled. 1 delayed from 2 different airports?!??,0,-0.9173
@VirginAmerica ur service is terrible. In Vegas w/ a delay. No reps at gate. No info. this is ur norm 4 how u handle ur biz. TERRIBLE!,0,-0.9173
Hey @united do you have any idea how unprofessional it is to delay a flight because of a LATE flight attendant? Why do you suck so. so bad?,0,-0.9175
@AmericanAir. you have the WORST customer experience. You have screwed up repeatedly with conflicting info and confusion. #IEXPECTBETTER,0,-0.9175
Hey @SouthwestAir your gate agents in PIT are the WORST. They screwed up and now give me bad additude. This what I pay for? #VeryAngry,0,-0.9175
"@Alaskaair but the hollow ""sorry we didn't help you at the gate"" doesn't diminish my level pissed off at missing a flight I could caught.",0,-0.9175
I've always been a huge @united supporter but for us to have a 80 minute delay so far with no communication from agent. sucks. Real bad,0,-0.9177
@AmericanAir Weather is out of your control but service isn't. My luggage lost. lied to. rudeness $150 in extra costs. hours on hold. WORST,0,-0.9179
@SouthwestAir worst travel experience for my daughter! So disappointed in your poor scheduling and disregard for time and money of passngrs.,0,-0.9183
Pathetic lousy customer service @AmericanAir . 25 mins and still can't talk to an agent for lost baggage. Really shameful.,0,-0.9184
What the hell is wrong with @united airplanes! On a 2nd airplane. same airport. after a 3hr delay and still reports of mechanical problems.,0,-0.9184
@AmericanAir U SUCK! My flight is 2 hours late! I'm waiting in the plane...for GAS? AND I have to pay for dinner?! FU!,0,-0.9185
Can't believe I'm doing this again. but @AmericanAir you are the worst. Going to miss my connecting flight because of your incompetence.,0,-0.9186
It's a shame that @AmericanAir does not care about customers the way they should. My son in law had the worst experience ever! They suck _,0,-0.9189
@Jetblue my wife &amp; 3 month old just had a horrific flight w/you that ended with her stroller being ruined and unusable. WTF.,0,-0.9191
@united the worst service received. Forced to miss flight due to rude and insensitive employees. United SFO SUCKS,0,-0.9191
@united yes I did but you all ruined the international 1st class lounge in lax. Wth were you all thinking. Its worse than the regular one,0,-0.9194
@united You really know how to screw up a vacation! Not one or two. but a comedy of errors and we are screwed BAD!!,0,-0.9197
Very disappointed with @americanair . just a shame I have had to pay over $200 and had a night ruined because their logistics are poor,0,-0.92
@united Ceiling leaked &amp; wetted me &amp; my laptop mid-flight. Horrified &amp; thought was going to die over Atlantic. Terrible service! #Unitedfail,0,-0.92
@AmericanAir u guys are the worst! Seriously. All I wanted was my family to be here on time &amp; you assholes cancel there flight for no reason,0,-0.92
Hey. @AlaskaAir you suck again. You delayed my flight and are now making me miss the entire Gonzaga game. You are the worst. Go bankrupt.,0,-0.9201
@united ur planes suck ur flight attendants suck ur pilots suck ur service sucks u guys suck,0,-0.9201
@AmericanAir fuck u bitches my flight was like shit america is shit and the pilot was so fricking mean wowwow baddest experience in  my life,0,-0.9201
My recent @united experience has been frustrating enough that I've broken my Twitter silence. Worst custom service ever. Unfortunate.,0,-0.9201
@AmericanAir gate &amp; plane change was annoying enough but understandable. It's the employees. disorganized. unprofessional and just rude,0,-0.9201
@DeltaAssist this is the worst flight ever! (That hasn't started) an hour delay!!! I never seen so many careless mistakes. #DCAATL,0,-0.9203
Shame on @SouthwestAir !  Paid for EB and get B22. Colleague has no EB or RR# and gets A29!  WTH is wrong with that? #SouthwestAirlinesScam,0,-0.9204
Fuck cancer and FUCK @alaskaair,0,-0.9206
The jackasses who are @united. think you could make your seats and tighter?? Y'all suck the most ass in the air. Greedy hoes.,0,-0.9209
Frontier Air may be the worst offender of hidden fees I've seen yet. Who charges for carry-ons?! I should've stuck with @SouthwestAir! :(,0,-0.9214
Hey @DeltaAssist you guys are by far the worst airline ever existed... Horrible service and not one employee knows what the hell is goin on,0,-0.9217
Miserable. 2 LOUD women for 3hrs. slow Wifi. no streaming music to drown them out + behind on work now. 1 of worst @SouthwestAir flights yet,0,-0.9217
Outrageous bad service &amp; bad communication by @AmericanAir in Dallas tonight. Shameful treatment of travelers.,0,-0.9217
This is literally crazy I hate your shitty ass airline @AmericanAir,0,-0.9217
Yet another @united delay. Flying is by far the worst form of transportation. Unfortunately it's a necessary evil,0,-0.9217
@AmericanAir is actually horrible. Wouldn't recommend this aircraft of trash to my worst enemy.,0,-0.9218
@AmericanAir sucks!! Just flew from PR to MIA worst flight i have ever been on. Very unorganized. plane was broken. Never flying American,0,-0.9219
Disappointed with @DeltaAssist airlines today. Terrible service at MIA. No offer of an apology only an acknowledgment that service us poor.,0,-0.9222
@JetBlue do you all even read your on line complaints??  MCO airport. worst desk agent ever. rude. and just terrible customer service.,0,-0.9226
Hey @united fuck you and your partner prop planes. Fuck #NewarkAirport Suing someone over a website? Bad PR. bro. #fail not worth the money,0,-0.9226
@SouthwestAir Add insult to injury! #Southwestairlines lost my luggage.... den-LAX. What the entire hell. #fail #Southwestairlines,0,-0.923
@united  united is worst airline ever. Delays. old planes. lost bag. old. rude and unattractive stewardeses. bad food. Never fly with them!,0,-0.923
@AmericanAir yo your plane peanuts suck ass and get some fucking honey roasted ones plus my flight attendant was ugly as shit,0,-0.9231
@united is the worst fucking airline in the world. whoever runs this company needs to choke on a dick and light themselves on fire,0,-0.9231
Never fly @united ..the worst customer service the worst flights the worst everything.,0,-0.9231
Finally. after anguish &amp; depression because of @SouthwestAir's disgusting anti tortoise policies. I am back with bae http://t.co/C8zVuHZ25R,0,-0.9231
@americanair has totally screwed us in Miami. Missed connecting flight. no vouchers. no shuttle to hotel. OMG. what the FUCK,0,-0.9235
"So sad. @AmericanAir ruined my baggage and their response is: ""Lady's perfume and handbags aren't  strictly necessary"" Very disappointed :(",0,-0.9236
@AmericanAir are the worst airline ever. sis has been stuck in JFK for over 20 hrs and not put up in a hotel - rude staff and terrible CS :O,0,-0.9236
Thats so fucking racist and stupid . its the worst airline and service ever . @united bring back our  #UnitedAirlinesBringScreamauBackNOW,0,-0.9237
Last time we travel @AmericanAir screwed up seats + mechanical failure. So tired + frustrated,0,-0.9242
SHOCKED @DeltaAssist arr ATH NO chkd bag. delay in DTW 8hr before JFK dep WTF! On way to JTR w/hope my bag follows today! #FAIL #INTLFAIL,0,-0.9244
@united terrible terrible service. your counter rep said they would put me on an earlier fight which they did.  the only problem next d:( :(,0,-0.9246
@united terrible in-flight internet: paid $15.99 to send urgent 10MB doc. Upload failed miserably. Colleagues angry. Refund possible? :/,0,-0.9246
@AmericanAir worst experience ever. Attendant gave me wrong ticket. sent checked bag to wrong airport. Then told me wrong gate for next flig,0,-0.9246
@AmericanAir SUCK MY ASS BITCH,0,-0.9246
@united by far the worst fucking company to ever have service from. You guys are pathetic. I missed every flight today bcuz of your stupid,0,-0.9246
@SouthwestAir 2 weeks in a row you have screwed me. Your piss poor customer service for frequent flyers is PATHETIC.,0,-0.9251
@united WORST AIRLINE &amp; customer service. Downgraded from direct flight 2 layover. diff airport. worse seats. no $ back. angry pregnant wife,0,-0.9251
I hate @americanair their customer relations staff is very unprofessional and incompetent I've waited 2 weeks and still no response!!,0,-0.9252
@SouthwestAir still no luggage 22 hrs later. No shoes. No clothes. No luggage. Ugh!! So inconvenient!!!,0,-0.9255
@AlaskaAir at lax airport has the most disgusting angry black woman as manager.Calling people slaves.You guys need to fire that bitch.,0,-0.9256
American Airlines sucks! Horrible experience today. Rude employees for a mistake they made! No one should fly with them! @AmericanAir,0,-0.9257
@united Family fighting cancer asked to miles reinstated. You gave them a hard time! AA &amp; Delta were no prob! Shame on you! #unitedairlines,0,-0.9257
The worst experience travelling with @united airlines. Cancelled flights. delayed flights. Unbelievably poor service. Just terrible,0,-0.9259
@united THIS HAS BEEN THE WORST TRAVEL EXPERIENCE OF MY LIFE AND IT IS YOUR FAULT WHAT THE FUCK,0,-0.926
.@SouthwestAir 1st class downgraded : Exit row (sw's 1st class) no longer reclines and they squeezed in 6 more seats. Fail fail fail,0,-0.9261
@united I doubt it! I had the worst customer service not to mention they debited my account 5 times and won't refund! And so RUDE!!!,0,-0.9267
@united WORST Flight &amp; Service EVER Flight 655 ORD-FAT 9.1 Delayed. missed connection. Rude. unhelpful. didn't care There ARE other options,0,-0.9268
Fuck you @JetBlue ! Kickin out a passenger cuz of a tweet? You piece of shit! Go to hell! #JetBlueSucks,0,-0.927
@united Just got off my flight from Vegas. Worst flight of my life. No direct tv. no wifi. and very uncomfortable seats. I'm very displeased,0,-0.9272
Never flying @SouthwestAir again. They'll let your family kill themselves and stop you from saving them. Smh fucked up,0,-0.9274
@AmericanAir I always fly AA but had the worst experience this wkend. Cancelled/delayed flights and broken suitcase they refuse to fix. _,0,-0.9274
@united Once again... big corporations fail to pay for their mistakes. POOR customer relations! What a shame.,0,-0.9277
@southwestair SHAME on U- how insensitive! Air stewardesses s/b fired 4 failing 2 help woman trying 2 contact/save husband life BOYCOTTING U,0,-0.9282
@united extremely disappointed by your employees at CUN. Racist. unfriendly. and unhelpful. Way to ruin New Years ,0,-0.9286
@united brutal.  Stuck in MSN. Worst customer service.  Attitude from your reps on YOUR fuck up. #,0,-0.9287
@AmericanAir WTF?? Flt 2266 in MIA has been stuck on the tarmac for almost an hour. What gives??? Completely unacceptable.,0,-0.929
@AmericanAir SUCKS! Bad check in kiosks. nasty incompetent staff and insufficient staff to accommodate consumer traffic at BWI.,0,-0.929
"Fuck you @AmericanAir. My girl tried to check in ONE min after the BULLSHIT ""45 min cutoff"" (not checking bags) and no go. Fuck you.",0,-0.9291
@united  UA1524 EWR/PVR.  NO luggage ARRIVED. No clothing. NO FOOD for 2 dogs. Unacceptable &amp; infuriating! What is UA going to do for us?,0,-0.9295
@AmericanAir delayed flight to MIA 5/7 due to mech.  Missed connect.  Return 5/11 delayed due to mech.  Lost bag.  WTF.,0,-0.9296
@AmericanAir as a 1st class passenger. I am horrified &amp; shocked u abandoned the pre-board for passengers with infants.  Shame on you.  :(,0,-0.93
The rudest staff. the worst 'food' &amp; the dirtiest flight I've ever been on. Regret flying with @united http://t.co/N6xxUeoP5U,0,-0.93
@united #unitedairlines I don't even need to describe your incompetence. you suck in #denver another unacceptable delay due to incompetence,0,-0.93
@united you are the worst airline in the world! From your crap website to your worthless app to your late flight. You SUCK! Just shut down.,0,-0.9302
. @united  is the WORST airline. I filed 2 complaints for gross negligence of a disabled passenger. NO RESPONSE. Take responsibility! #sick,0,-0.9307
So @united won't give me a refund on my flight or even allow me to cancel it. Lame as hell and also this sucks ass. 170 bucks _,0,-0.931
First. @united tries to drown a dog on a tarmac. Now they mistake a L.A. man for a Charlie Hebdo terrorists. How fucking stupid are you?,0,-0.9312
@united Flt 1701 FLL/SFO Dec 22. Terrible service in 1st Class! BAD attitude of flt attendants! Also no wheelchair on arrival. Shameful!!,0,-0.9313
@united delay after delay at YYZ. this is ridiculous. Worst service ever. and i paid more for this flight. just pathetic.,0,-0.9313
A broken pilot's seat has now caused a 90 minute delay for @united's ORD to LGA. Small problem made worse by clearly gross incompetence.,0,-0.9313
@united is a horrible airline on all fronts. Planes are terrible. service is horrendous and overall just a bad experiences every time.,0,-0.9313
@AmericanAir how the hell you let a nigga comming from Africa WTF IS WRONG WITH YOU,0,-0.9321
@VirginAmerica Bad flight! Rude in-flight team. Complained and received only $50! I pay more than that on upgrades.  Bad Client Relations!,0,-0.9322
@united how can you get so many complaints about lost luggage? This is such bullshit. Still furious 10 days later. No answers,0,-0.9322
@AmericanAir a 4 hour destination turned into a 14 hour fiasco. You guys are the worst and your staff have horrible attitudes. ruined my day,0,-0.9325
@JetBlue being a premier member you have cheated me .. Your staff is the worst liars on earth. You are a disgrace to your airline..,0,-0.9325
@DeltaAssist Have had a terrible trip so far from SIN to EWR. Excruciatingly long taxi upon arrival in NRT. seat assignment mistake ...(1/2),0,-0.9325
@AmericanAir  you guys are horrible. Worst service I've ever experienced. I'll never use you again. Effin terrible.,0,-0.9325
@AmericanAir = WORST AIRLINE EVER!!!!! Horrible experience. Horrible service. Never flying them again!!!!!,0,-0.9325
fuck. you. @AmericanAir fuck you. fuck you. fuck you.,0,-0.9325
@SouthwestAir bumped off our fight bcuz of an error on part of you guys. Overbooked our flight. Baggage check in was hell. Worst experience,0,-0.9325
@AmericanAir So disappointed - bad customer service. I know I'm not the only who feels this way. Shame on you for treating us so bad,0,-0.9331
Sitting on a runway for 3 hours inhaling exhaust fumes. Wth @SouthwestAir ? I'm so upset &amp; my throat is on fire. My son is getting sick too!,0,-0.9332
Another cancelled flight. another night at a hotel. This is ridiculous @AmericanAir!!! Trip from hell. Missing Christmas Eve with family :(,0,-0.9334
Hey @AmericanAir. you tried to ruin my and my wife's honeymoon. but you failed so bad. You called us 5 hours before our initial flight.,0,-0.9335
The fact that i have to pay money for the wifi is stupid. but its even worse when it sucks ass. i want my money back @SouthwestAir,0,-0.9337
@americanair horrendous bag service. Trav from STK through MIA to IAD 24 hrs ago. AA lost bag in MIA. NO word on status . Agent NO help.,0,-0.9341
I hate @AmericanAir  I hate you so bad. Lady on the phone threatens to cancel my flight cause I told her no one likes a 12 hour layover.,0,-0.9348
@AmericanAir its ridiculous ppl blaming your airlines for the weather That's just ludicrous! Then if they got on &amp; crash blames u again. Smh,0,-0.9348
@united u need to get it together. First plane bad sensor. 45 delay switch to 2nd plane. out on taxi steering broken. 3rd plane no fuel WTH,0,-0.9353
I'm sorry for always ranting about it. but @united really is the worst. The absolute worst.,0,-0.9353
@SouthwestAir I need to check my bags &amp; board a plane....but there is no one here to do that!!!!! Open people.early flight shit damn hell,0,-0.9357
Hate complaining about new tech but I've wasted a lot of $ on @SouthwestAir WiFi this yr. Can't use what I paid 4 because service is so bad,0,-0.9359
The worst airport &amp; @AmericanAir service in all my travels. Just unorganized chaos plus rude staff. Horrible service.,0,-0.936
So @united just ruined my family vacation. they over booked the flight and BSed me around and now theres no other flights. FUCK YOU ASSHOLES,0,-0.9363
@united Wtf is wrong with your phone reps? Horrible attitude!! Also. incredulous in terms of hold time/helpfulness; shame on this company!,0,-0.9369
Worst exp @united stuck in IAH for 7 hours!!!Plane is ugliest smelliest most disgusting I ever sat in. http://t.co/88NfZ9uJkd,0,-0.9379
@united what the hell! 4hr delay causing a missed connection. no hotel for next day flight which was also 2hr delayed. Unacceptable service.,0,-0.9381
@AmericanAir why are you so rude!! You lose my luggage &amp; your customer service personal suck. They are nasty!!! #RetrainYourStaff #nothappy,0,-0.9382
@united is the WORST airline. Cancelled flight from Dulles. No notification. Horrible and rude agent. Now have to go to Reagan. #pissed,0,-0.9386
@united POOR POOR POOR handling by your employees with the girl with autism!Shame on you!Could have all been avoided.U should be embarrassed,0,-0.9391
@united your the fucking worst airline you have now lost 2 of my suitcases and you all deserve to die fucking pathetic,0,-0.9391
Time for my quarterly United is brutal tweet: @united is brutal. Something goes wrong a shocking amount of the time. Operations fail.,0,-0.9403
@SouthwestAir loyal customer. but had the WORST experience on Fri. 1.5 hour trip turned into 7 hours and supplies ran out.  Disappointed :(,0,-0.9403
@DeltaAssist no FUCK YOU. my fiance is PISSED. shes gonna FIGHT ME now,0,-0.9403
Debacle with @SouthwestAir : delays would keep minors alone in Baltimore or Orlando???? No compensation?  Christmas fail!!! Shame shame,0,-0.9407
"@united Not just incompetent but dishonest. Announced a ""few minutes"" delay over that stupid life vest but just posted 30 min delay. #liars",0,-0.941
@united after a canceled flight. and 2 delays. you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company. horrible service!,0,-0.9413
@AmericanAir WORST SERVICE IVE EVER HAD THE FLIGHT WAS HORRIBLE AND THEWORKERS WERE EXTREMELY RUDE,0,-0.9416
Up from a 2 hour sleep in a shitty ass @AmericanAir that's running 8 hours late. Y'all got a bed in this bitch for me or something???? Smh.,0,-0.9419
Just had the WORST customer service experience with @united missed my flight and they CHARGED ME. Are you kidding? And was rude. Hate them,0,-0.942
@DeltaAssist literally the worst airline I have ever experienced. Your planes are shit your service is shit and your employees are shit.,0,-0.9423
You know how bad @AmericanAir sucks?? I just landed and they lost my luggage!! WTF?!?! #AmericanAirlines ,0,-0.9429
@AmericanAir very disappointed. Had 2 change flight 4 death and your options are horrible. Will no longer be flying with you. Shame on u.,0,-0.9441
@AmericanAir this is the worst airlines ever . So disorganized . so rude . so terrible all around,0,-0.9443
@united YOU REALLY FUCKED MY NIGHT UP WITH ALL THESE DAMN DELAYS YOU ASSHOLES,0,-0.9444
Btw @united you're the worst. If cats pissed on this plane and the baby next to me puked on my chest my experience would be no worse.,0,-0.9468
@united worst airline ever! Waste of money meant for trip on airport food! Excuses excuses excuses! Ur pilots r even embarrassed! BRUTAL,0,-0.9469
@united &gt;70 mins for bags off UA980? Your incompetent ops never cease to amaze. Plane full of passengers all pissed at NYE FU from #UAL,0,-0.9484
What @united did to this poor autistic girl and her family is disgusting! Shame on you! Ignorance and stupidity beyond belief!!!,0,-0.9493
@AmericanAir The Worst Airline In The World!!! Awful staff!! Rude. inefficient. lazy. unpleasant and always late !!!,0,-0.9507
@DeltaAssist VERY  POOR BAD SERVICE FROM CUSTOMER SERVICE WHO WILL NOT HONOUR ORIGINAL AIR POINTS MEMBERSHIP ON TICKET AN ALLIANCE OF DELTA,0,-0.9525
FUCK YOU @united shittiest airline ever eat shit and die,0,-0.9526
it__s time to pay up. no one wants fashion to die for. 1134 garment workers dead. NO compensation! @united colours of Benetton. Shameful.,0,-0.9533
@united has the worst customer service of all time.  I understand things happen but they just make bad situation so much worse.  Rude.,0,-0.9536
Fly @SouthwestAir every year with no problems but today was awful! Bag was destroyed and the workers at baggage claim at ALB were TERRIBLE.,0,-0.9538
@united is the worst airline I've ever flown. Worst customer service. Worst flight attendant. Worst accountability. #unitedistheworst,0,-0.9545
@AmericanAir worst flight I ever been on. Bad customer service. lost two of my luggages and worst of all landing was horrible #neveragain,0,-0.9552
@AmericanAir WTF! Second delay to my flight to Texas.  this is shitty as fuck. Missed my connecting flight to Chicago.... Still no ETA,0,-0.956
@AmericanAir American Airlines is the worst airline I have ever flown. Inconsiderate. rude. deceitful. and shitty in nearly every way. Avoid,0,-0.9565
@united is the worst airline. Rude flight attendants. Horrible customer service! No pre-board for families with small children!!  The worst!,0,-0.9588
Stuck in Tokyo after @united cancelled flight after a VERY LONG delay. Poor communication. no ETA or next steps. Lousy service. just chaotic,0,-0.9595
Fighting the crowds is bad. but flying @united  is the worst. These people have no hospitality and are rude. No TP in the bathroom either. ,0,-0.9598
@AmericanAir   I am soooo pissed.  This is very frustrating and I now hate AA.  They are the worst.  They have poor customer service.,0,-0.9601
Can always count on @united to have the rudest check in employees #LAX and the worst planes. AC broken. Miserable stuff. Get fucked.,0,-0.9601
@united fuck you fuck you fuck you. You have HORRIBLE customer service and I hate you.,0,-0.9609
Sooooo I've said it before. but this time I mean it. I will NEVER fly @AmericanAir again in my life. worst worst worst,0,-0.9636
@AlaskaAir FUCK YOU YOU FUCKING PIECE OF SHIT AIRLINES. NEVER FUCKINF FLYING WITH YOU ASSHOLES EVER AGAIN. FUCK YOU,0,-0.965
Fuck @VirginAmerica and their trash ass. buses ass customer service. Stupid pieces of shit. Never fly with these fucks again. NEVER,0,-0.9666
I probably been to all the states in the past 24 hours BUT New York  I hate hate hate hate hate you @united,0,-0.9822
Are you going to cry @SouthwestAir: fuck fuck fuck cunt cunt shit ass whore tits motherfucker. Go fuck yourself!,0,-0.9916
@AmericanAir SUCKS. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK.,0,-0.9935
FUCK YOU @SouthwestAir FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU you owe me $122 FUCK YOU bye,0,-0.9941
